video_id,video_title,author,comment,cleaned_comment,likes,published_at,car_model,topic
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@carwow,Sell your car for free with Carwow: https://bit.ly/-Sell-Your-Car-For-Free-2907,sell car free carwow httpsbitlysellyourcarforfree,133,2024-07-29T10:12:23Z,Other,Other
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@andrescardonagutierrez6732,Where’s the Volvo xC90,wheres volvo xc,0,2026-03-04T21:58:20Z,Volvo,Other
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@johns8702,I can see u only praise bmw .. not good,see u praise bmw good,0,2026-02-25T04:19:54Z,bmw,Other
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@JoelGustafsson-c9x,You said the Audi is better then the Mercedes so it is 2 nd,said audi better mercedes nd,0,2026-02-24T22:07:45Z,Audi,Other
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@adriandavies8204,BMW be in the workshop first as well,bmw workshop first well,0,2026-02-23T09:35:00Z,BMW,Other
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@JoeLinVan,Where is the Lexus?,lexus,0,2026-02-21T00:07:55Z,Lexus,Other
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@TheArmory1533,cayenne is a nice ride for the price,cayenne nice ride price,0,2026-02-20T04:47:28Z,Other,price
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@DJAPO,Porsche #1,porsche,0,2026-02-18T21:36:39Z,Porsche,Other
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@aerotus888,Id rather buy a flat,id rather buy flat,0,2026-02-16T19:55:41Z,Other,Other
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Tedptod28,I think it’s just the brands the vw is the best to me,think brand vw best,0,2026-02-16T17:05:54Z,Other,Other
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@SR-bu6kz,"How is VW more expensive than their “premium” brand, the Audi",vw expensive premium brand audi,0,2026-02-15T21:28:49Z,Audi,Other
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@1-1-2robloxentreinenmetjordan,made a video about the W245 B200 turbo,made video w b turbo,0,2026-02-15T20:22:33Z,Other,Other
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@lukaszjot86,Bmw!! Winner,bmw winner,0,2026-02-13T16:19:06Z,Bmw,Other
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@WarMatt86,Too bad the Volvo XC90 is missing,bad volvo xc missing,0,2026-02-11T17:33:33Z,Volvo,Other
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@j.wagner8639,..I only see one victory: VWAG😅,see one victory vwag,0,2026-02-10T00:26:06Z,Other,Other
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@aaryan.4p,"cant really compare a x5 with a 17, shouldve been q8 with x5 or q7 with x7",cant really compare x shouldve q x q x,0,2026-02-08T11:48:30Z,Other,Other
